"id","device","sum_spent","group","join_dt","country","gender"
"1000572","I","0","B","2023-01-26","TUR","unknown"
"1000573","I","0","A","2023-01-26","BRA","F"
"1000574","A","0","A","2023-02-06","USA","unknown"
"1000575","I","0","B","2023-02-06","USA","M"
"1000576","A","0","B","2023-01-27","TUR","M"
"1000577","A","0","B","2023-01-26","BRA","F"
"1000578","A","0","B","2023-01-25","BRA","unknown"
"1000579","A","117.79","B","2023-02-04","BRA","M"
"1000580","A","0","A","2023-01-27","USA","F"
"1000581","I","0","A","2023-01-28","TUR","unknown"
"1000583","A","0","B","2023-01-31","USA","M"
"1000584","I","0","A","2023-01-25","USA","M"
"1000585","A","0","A","2023-02-04","USA","F"
"1000586","I","0","A","2023-01-31","DEU","O"
"1000587","A","0","A","2023-01-25","USA","F"
"1000588","A","0","A","2023-01-25","DEU","M"
"1000589","A","0","A","2023-01-26","USA","unknown"
"1000590","A","0","A","2023-02-02","DEU","M"
"1000591","A","0","B","2023-01-27","USA","F"
"1000592","A","0","B","2023-01-25","CAN","unknown"
"1000593","A","0","B","2023-01-27","MEX","M"
"1000594","A","0","B","2023-01-25","BRA","F"
"1000595","A","0","B","2023-01-29","DEU","unknown"
"1000596","A","0","B","2023-01-28","GBR","M"
"1000597","A","0","B","2023-01-26","BRA","F"
"1000598","I","0","B","2023-01-31","BRA","O"
"1000599","I","0","A","2023-01-30","DEU","M"
"1000600","I","0","B","2023-01-25","MEX","M"
"1000601","A","10.79","A","2023-01-25","USA","F"
"1000602","I","0","B","2023-01-28","USA","unknown"
"1000603","A","0","B","2023-01-25","USA","unknown"
"1000604","A","0","A","2023-01-28","TUR","F"
"1000606","I","0","A","2023-01-26","USA","F"
"1000607","A","0","A","2023-02-03","USA","unknown"
"1000608","I","0","A","2023-02-04","GBR","M"
"1000609","I","0","B","2023-01-25","MEX","M"
"1000610","I","0","B","2023-02-04","DEU","M"
"1000611","I","0","B","2023-01-28","TUR","M"
"1000612","A","0","B","2023-01-30","MEX","M"
"1000613","A","0","A","2023-01-29","GBR","M"
"1000614","I","0","A","2023-02-04","BRA","M"
"1000615","I","0","A","2023-02-05","GBR","F"
"1000616","I","0","A","2023-01-25","USA","M"
"1000617","I","0","A","2023-01-27","DEU","M"
"1000618","A","0","B","2023-01-26","BRA","unknown"
"1000619","A","0","A","2023-01-26","USA","F"
"1000620","A","0","B","2023-01-25","USA","M"
"1000621","I","0","A","2023-01-26","TUR","M"
"1000622","A","0","B","2023-01-31","DEU","M"
"1000623","A","61.29","A","2023-01-27","USA","F"
"1000624","A","0","B","2023-01-25","GBR","F"
"1000625","I","0","A","2023-01-25","MEX","O"
"1000626","A","0","A","2023-02-06","USA","unknown"
"1000627","A","0","B","2023-01-27","BRA","F"
"1000628","I","0","B","2023-01-30","TUR","unknown"
"1000629","A","0","A","2023-02-02","BRA","unknown"
"1000630","I","0","A","2023-01-28","GBR","M"
"1000631","I","0","B","2023-02-01","BRA","M"
"1000632","A","0","B","2023-02-04","GBR","M"
"1000633","A","0","A","2023-01-27","DEU","F"
"1000634","I","0","B","2023-01-25","MEX","M"
"1000635","I","69.21","B","2023-01-25","ESP","F"
"1000636","I","0","A","2023-01-25","FRA","M"
"1000637","A","0","B","2023-02-06","USA","F"
"1000638","I","0","A","2023-01-27","CAN","M"
"1000639","I","0","B","2023-01-28","FRA","F"
"1000640","A","0","B","2023-02-01","DEU","F"
"1000641","A","0","B","2023-02-05","USA","F"
"1000642","A","0","B","2023-01-30","BRA","F"
"1000643","I","0","A","2023-01-29","CAN","F"
"1000644","I","0","A","2023-01-28","USA","M"
"1000645","A","0","B","2023-01-25","GBR","M"
"1000646","I","0","A","2023-01-25","BRA","M"
"1000647","A","0","B","2023-01-29","TUR","M"
"1000648","I","0","B","2023-02-01","USA","unknown"
"1000649","A","0","B","2023-01-26","CAN","M"
"1000650","A","0","B","2023-02-01","BRA","F"
"1000651","I","0","A","2023-01-26","USA","M"
"1000652","I","0","B","2023-01-27","USA","M"
"1000653","I","61.84","A","2023-02-06","USA","M"
"1000654","I","0","A","2023-01-25","ESP","F"
"1000655","I","0","A","2023-01-26","DEU","F"
"1000656","A","0","A","2023-01-26","BRA","F"
"1000657","A","0","A","2023-01-26","MEX","M"
"1000658","A","0","A","2023-01-26","AUS","F"
"1000659","A","0","A","2023-02-01","BRA","M"
"1000660","A","0","A","2023-02-03","USA","F"
"1000661","A","0","A","2023-02-05","USA","F"
"1000662","A","0","A","2023-01-29","USA","F"
"1000663","I","0","A","2023-01-28","USA","F"
"1000664","A","0","B","2023-01-28","BRA","O"
"1000665","A","0","B","2023-01-25","USA","F"
"1000666","A","0","B","2023-01-26","MEX","M"
"1000668","I","0","A","2023-01-25","USA","F"
"1000669","I","176.83","A","2023-01-29","BRA","M"
"1000670","A","0","A","2023-01-26","USA","F"
"1000671","A","0","A","2023-01-31","USA","M"
"1000672","I","0","B","2023-01-28","CAN","M"
"1000673","A","0","B","2023-01-28","USA","F"
"1000674","A","0","A","2023-01-26","FRA","F"
"1000675","A","68.34","B","2023-01-25","USA","M"
"1000676","A","0","B","2023-01-28","MEX","M"
"1000677","A","0","B","2023-01-25","GBR","F"
"1000678","I","0","B","2023-01-25","USA","F"
"1000680","A","0","B","2023-01-26","USA","M"
"1000681","A","0","B","2023-01-26","DEU","M"
"1000682","I","0","B","2023-01-29","USA","M"
"1000683","I","0","B","2023-02-03","BRA","O"
"1000684","I","0","A","2023-01-26","unknown","M"
"1000685","A","0","B","2023-01-27","BRA","F"
"1000686","A","0","A","2023-02-02","GBR","F"
"1000687","A","0","A","2023-02-01","USA","F"
"1000688","A","0","B","2023-01-25","MEX","F"
"1000689","A","0","B","2023-01-25","MEX","M"
"1000690","A","0","A","2023-01-30","GBR","unknown"
"1000691","I","0","B","2023-02-01","unknown","F"
"1000692","A","0","B","2023-01-28","BRA","F"
"1000693","A","0","B","2023-01-26","BRA","unknown"
"1000694","I","0","B","2023-01-25","BRA","F"
"1000695","A","0","A","2023-01-25","USA","M"
"1000696","I","0","B","2023-02-04","BRA","O"
"1000697","A","0","B","2023-01-31","BRA","F"
"1000698","A","0","B","2023-01-29","MEX","M"
"1000699","I","0","B","2023-01-28","USA","M"
"1000700","A","0","B","2023-02-01","BRA","F"
"1000701","A","0","A","2023-01-25","BRA","M"
"1000702","I","0","B","2023-01-26","MEX","F"
"1000703","A","0","A","2023-01-30","AUS","unknown"
"1000705","A","0","B","2023-01-26","USA","F"
"1000706","A","0","B","2023-01-30","BRA","F"
"1000707","I","0","A","2023-01-27","BRA","M"
"1000708","A","0","B","2023-01-31","USA","F"
"1000709","A","0","B","2023-01-30","FRA","unknown"
"1000711","A","0","B","2023-02-03","unknown","M"
"1000712","I","0","A","2023-01-25","DEU","F"
"1000714","A","0","A","2023-01-29","DEU","F"
"1000715","A","0","B","2023-01-26","BRA","F"
"1000716","I","0","A","2023-01-25","DEU","F"
"1000717","I","0","B","2023-01-25","MEX","M"
"1000718","A","0","B","2023-01-25","FRA","F"
"1000719","A","0","B","2023-02-04","USA","M"
"1000720","A","0","A","2023-01-31","BRA","M"
"1000721","A","0","A","2023-01-26","AUS","M"
"1000722","A","0","A","2023-02-05","BRA","unknown"
"1000723","I","0","A","2023-01-25","CAN","F"
"1000724","I","0","B","2023-01-26","TUR","F"
"1000725","A","0","B","2023-01-25","MEX","M"
"1000726","A","0","A","2023-01-27","MEX","F"
"1000727","A","0","B","2023-02-05","BRA","M"
"1000728","I","0","A","2023-01-27","USA","F"
"1000729","I","0","A","2023-01-31","CAN","unknown"
"1000730","A","0","A","2023-01-26","USA","F"
"1000731","A","0","B","2023-01-25","USA","F"
"1000732","A","0","B","2023-01-31","GBR","F"
"1000733","I","0","A","2023-01-31","USA","M"
"1000734","A","0","A","2023-01-26","BRA","M"
"1000735","A","0","B","2023-02-04","FRA","M"
"1000736","I","0","A","2023-01-26","BRA","M"
"1000737","A","0","A","2023-01-29","MEX","M"
"1000738","I","0","A","2023-01-25","DEU","unknown"
"1000739","I","0","B","2023-01-25","GBR","M"
"1000740","I","0","B","2023-02-02","USA","M"
"1000741","I","0","A","2023-02-04","MEX","F"
"1000742","I","0","B","2023-01-30","BRA","M"
"1000743","I","0","A","2023-01-26","BRA","M"
"1000744","I","0","A","2023-01-27","MEX","F"
"1000745","I","0","B","2023-01-25","FRA","unknown"
"1000746","I","0","A","2023-01-29","ESP","M"
"1000747","I","0","A","2023-01-27","ESP","M"
"1000748","I","0","A","2023-01-27","BRA","M"
"1000749","I","0","B","2023-01-25","GBR","M"
"1000750","A","0","A","2023-01-25","USA","F"
"1000751","A","0","A","2023-01-25","BRA","F"
"1000752","A","0","B","2023-01-27","USA","F"
"1000753","I","0","A","2023-01-26","FRA","M"
"1000754","A","0","B","2023-01-27","USA","F"
"1000755","A","0","A","2023-01-30","USA","M"
"1000756","I","0","B","2023-01-27","FRA","M"
"1000757","A","0","A","2023-01-25","TUR","unknown"
"1000758","A","0","B","2023-01-27","TUR","F"
"1000759","I","0","A","2023-01-28","USA","F"
"1000760","A","0","A","2023-01-26","GBR","M"
"1000761","I","0","A","2023-01-26","BRA","F"
"1000762","I","0","B","2023-01-26","BRA","M"
"1000763","A","0","A","2023-01-29","BRA","M"
"1000764","A","0","A","2023-01-31","BRA","F"
"1000765","A","0","A","2023-01-25","BRA","M"
"1000766","A","0","A","2023-01-25","BRA","unknown"
"1000767","I","0","B","2023-02-03","BRA","F"
"1000768","A","0","A","2023-01-25","BRA","M"
"1000769","A","0","A","2023-01-31","FRA","M"
"1000770","A","0","A","2023-01-26","BRA","F"
"1000771","A","0","B","2023-01-30","USA","F"
"1000772","I","0","A","2023-01-25","GBR","unknown"
"1000773","A","0","A","2023-01-27","USA","O"
"1000774","A","0","B","2023-01-29","GBR","M"
"1000775","A","0","B","2023-01-30","BRA","M"
"1000777","I","0","A","2023-01-25","MEX","F"
"1000778","A","0","B","2023-01-26","USA","unknown"
"1000779","A","0","A","2023-01-25","FRA","M"
"1000780","A","0","A","2023-01-25","DEU","F"
"1000781","I","0","B","2023-01-25","DEU","M"
"1000782","A","0","A","2023-01-27","TUR","F"
"1000783","I","0","A","2023-01-27","CAN","M"
"1000784","A","0","A","2023-01-27","USA","O"
"1000785","A","0","B","2023-01-30","BRA","M"
"1000786","A","0","A","2023-01-25","BRA","M"
"1000787","A","0","A","2023-01-26","BRA","F"
"1000788","A","0","A","2023-02-04","BRA","M"
"1000789","A","0","A","2023-01-29","ESP","M"
"1000790","I","0","A","2023-01-25","BRA","M"
"1000791","A","0","B","2023-01-28","GBR","unknown"
"1000792","A","0","B","2023-01-25","USA","M"
"1000793","A","0","B","2023-01-27","MEX","F"
"1000794","I","0","A","2023-01-27","AUS","F"
"1000795","I","0","B","2023-01-29","USA","F"
"1000796","I","0","B","2023-01-28","USA","unknown"
"1000797","A","0","A","2023-01-25","USA","M"
"1000798","A","0","A","2023-02-03","BRA","F"
"1000799","A","0","A","2023-02-04","MEX","M"
"1000800","A","0","A","2023-01-25","TUR","F"
"1000801","A","0","A","2023-01-28","BRA","unknown"
"1000802","A","0","B","2023-01-27","DEU","unknown"
"1000803","A","0","A","2023-02-02","USA","F"
"1000804","I","0","A","2023-02-05","DEU","M"
"1000805","A","0","A","2023-01-28","FRA","M"
"1000806","A","0","B","2023-01-25","TUR","F"
"1000807","A","0","B","2023-01-29","USA","M"
"1000808","A","0","B","2023-02-03","unknown","F"
"1000809","A","0","A","2023-01-27","CAN","F"
"1000810","A","0","A","2023-02-06","USA","F"
"1000811","I","0","A","2023-01-29","BRA","F"
"1000812","A","0","B","2023-01-25","AUS","M"
"1000813","I","0","A","2023-01-25","BRA","M"
"1000814","A","0","B","2023-01-27","BRA","F"
"1000816","A","0","B","2023-01-28","CAN","F"
"1000817","I","0","B","2023-02-05","BRA","F"
"1000818","A","0","A","2023-01-25","TUR","M"
"1000819","I","0","B","2023-01-28","DEU","F"
"1000820","I","0","A","2023-01-28","MEX","F"
"1000821","A","0","B","2023-01-27","USA","M"
"1000822","I","0","B","2023-02-06","BRA","F"
"1000824","I","0","B","2023-01-28","FRA","M"
"1000825","A","0","B","2023-01-25","BRA","M"
"1000826","A","0","A","2023-01-25","DEU","M"
"1000827","A","0","A","2023-02-01","GBR","M"
"1000828","A","0","A","2023-01-26","USA","O"
"1000829","I","0","A","2023-01-26","USA","unknown"
"1000830","I","0","B","2023-01-29","FRA","M"
"1000831","A","0","B","2023-01-27","TUR","M"
"1000832","A","0","A","2023-01-27","BRA","M"
"1000833","A","0","B","2023-01-25","USA","M"
"1000834","A","0","A","2023-01-25","BRA","M"
"1000835","A","0","B","2023-02-05","USA","M"
"1000836","I","0","A","2023-01-29","USA","M"
"1000837","I","0","B","2023-02-03","TUR","unknown"
"1000838","I","0","B","2023-01-30","GBR","F"
"1000839","A","0","B","2023-01-25","MEX","unknown"
"1000840","I","0","A","2023-01-31","BRA","M"
"1000841","I","0","A","2023-01-28","DEU","F"
"1000842","A","0","A","2023-01-31","BRA","F"
"1000843","A","0","B","2023-01-30","USA","F"
"1000844","A","0","A","2023-01-31","TUR","M"
"1000845","A","0","B","2023-01-25","MEX","F"
"1000846","A","0","A","2023-01-30","USA","F"
"1000847","unknown","0","B","2023-01-27","MEX","M"
"1000848","I","0","B","2023-02-04","BRA","M"
"1000849","A","0","B","2023-01-25","BRA","F"
"1000850","A","0","B","2023-01-28","GBR","F"
"1000851","I","0","B","2023-01-25","TUR","F"
"1000852","A","0","B","2023-01-25","USA","M"
"1000853","I","0","B","2023-01-31","BRA","F"
"1000854","I","0","A","2023-01-28","GBR","M"
"1000855","A","0","B","2023-01-28","BRA","M"
"1000856","A","0","B","2023-01-25","BRA","F"
"1000857","I","8.33","A","2023-01-28","USA","F"
"1000858","I","0","B","2023-01-30","BRA","F"
"1000859","A","0","A","2023-01-30","DEU","F"
"1000860","A","0","B","2023-01-25","DEU","O"
"1000862","I","0","A","2023-01-26","ESP","M"
"1000863","I","45.91","A","2023-01-26","ESP","M"
"1000864","A","0","B","2023-01-27","USA","M"
"1000865","A","0","B","2023-01-27","USA","M"
"1000866","I","0","B","2023-01-28","TUR","M"
"1000867","A","0","B","2023-01-26","USA","M"
"1000868","I","45.92","A","2023-01-25","BRA","unknown"
"1000869","I","0","A","2023-01-29","USA","F"
"1000870","I","0","B","2023-01-27","BRA","M"
"1000871","I","0","B","2023-01-27","GBR","F"
"1000872","A","0","B","2023-01-26","GBR","unknown"
"1000873","A","0","B","2023-02-02","TUR","M"
"1000874","I","0","B","2023-01-26","TUR","unknown"
"1000875","A","0","A","2023-02-03","USA","F"
"1000876","A","0","B","2023-01-26","BRA","unknown"
"1000877","A","0","B","2023-02-05","USA","F"
"1000878","I","0","B","2023-01-27","USA","M"
"1000879","A","0","B","2023-01-28","GBR","M"
"1000880","A","0","B","2023-01-26","TUR","F"
"1000881","A","0","B","2023-01-26","BRA","F"
"1000882","I","0","A","2023-01-26","GBR","M"
"1000883","A","65.10","A","2023-01-26","USA","M"
"1000884","A","0","B","2023-01-26","MEX","F"
"1000885","A","0","B","2023-01-25","DEU","F"
"1000886","A","0","A","2023-02-03","CAN","M"
"1000887","A","0","A","2023-01-25","MEX","F"
"1000888","I","0","B","2023-01-27","DEU","F"
"1000889","A","0","B","2023-01-26","BRA","F"
"1000890","A","0","B","2023-01-26","MEX","M"
"1000891","A","0","B","2023-01-25","BRA","M"
"1000892","A","0","B","2023-01-25","USA","F"
"1000893","A","0","A","2023-01-26","BRA","F"
"1000894","I","0","A","2023-01-31","MEX","F"
"1000895","A","0","B","2023-01-27","GBR","M"
"1000896","I","0","B","2023-01-25","BRA","F"
"1000897","I","0","B","2023-01-29","TUR","F"
"1000898","I","0","B","2023-01-27","BRA","M"
"1000899","I","0","A","2023-01-26","DEU","unknown"
"1000900","A","0","A","2023-01-26","DEU","M"
"1000901","A","0","A","2023-01-27","BRA","F"
"1000902","A","0","A","2023-01-29","BRA","M"
"1000903","A","0","B","2023-01-25","BRA","F"
"1000904","I","0","B","2023-01-25","BRA","M"
"1000905","I","0","B","2023-02-02","CAN","M"
"1000906","A","0","A","2023-01-29","FRA","O"
"1000907","unknown","0","B","2023-01-26","FRA","M"
"1000908","I","78.70","B","2023-01-26","GBR","F"
"1000909","I","0","B","2023-01-31","MEX","F"
"1000910","A","0","A","2023-01-29","AUS","M"
"1000911","A","0","A","2023-01-29","MEX","unknown"
"1000912","A","0","B","2023-01-29","BRA","M"
"1000913","A","0","A","2023-01-27","DEU","F"
"1000914","I","0","A","2023-01-29","BRA","M"
"1000915","I","0","A","2023-01-25","USA","M"
"1000916","A","0","A","2023-02-03","USA","O"
"1000917","A","0","B","2023-01-29","TUR","unknown"
"1000918","I","0","A","2023-01-27","USA","M"
"1000919","A","0","A","2023-02-01","USA","O"
"1000920","I","0","B","2023-01-25","DEU","unknown"
"1000921","A","0","A","2023-02-06","DEU","unknown"
"1000922","I","0","B","2023-01-31","DEU","F"
"1000923","I","0","A","2023-01-25","TUR","M"
"1000924","A","0","A","2023-01-30","ESP","F"
"1000925","A","0","A","2023-01-27","GBR","M"
"1000926","A","0","B","2023-01-27","BRA","unknown"
"1000927","I","0","B","2023-02-06","USA","M"
"1000928","A","0","A","2023-01-25","BRA","F"
"1000929","A","0","B","2023-01-26","ESP","M"
"1000930","A","114.56","A","2023-01-27","DEU","F"
"1000931","I","0","B","2023-01-30","MEX","O"
"1000932","A","0","A","2023-01-25","BRA","M"
"1000933","I","0","B","2023-02-03","MEX","F"
"1000934","I","0","B","2023-01-30","USA","F"
"1000935","A","0","A","2023-02-02","MEX","M"
"1000936","A","0","A","2023-01-30","BRA","F"
"1000937","unknown","122.28","B","2023-01-27","GBR","F"
"1000938","I","48.48","A","2023-01-27","BRA","M"
"1000939","A","0","B","2023-01-25","BRA","F"
"1000940","A","0","A","2023-01-26","FRA","F"
"1000941","I","0","B","2023-01-27","BRA","M"
"1000942","I","0","B","2023-01-31","USA","M"
"1000943","A","0","A","2023-01-26","FRA","F"
"1000944","A","0","A","2023-02-01","BRA","F"
"1000945","I","41.06","A","2023-02-01","ESP","M"
"1000946","A","0","A","2023-01-31","USA","M"
"1000947","A","0","B","2023-01-29","USA","M"
"1000948","I","0","B","2023-01-27","TUR","F"
"1000949","A","0","B","2023-01-30","ESP","F"
"1000950","A","0","A","2023-01-27","USA","M"
"1000951","I","0","A","2023-01-29","BRA","F"
"1000952","I","0","A","2023-01-28","BRA","F"
"1000953","A","0","A","2023-01-28","TUR","F"
"1000954","A","0","A","2023-01-25","AUS","F"
"1000955","A","0","A","2023-01-25","BRA","unknown"
"1000956","A","0","A","2023-02-02","ESP","M"
"1000957","I","0","B","2023-02-06","AUS","F"
"1000958","A","0","B","2023-01-27","BRA","M"
"1000959","A","0","B","2023-01-29","USA","M"
"1000960","I","0","B","2023-01-25","ESP","F"
"1000961","I","0","B","2023-02-02","ESP","unknown"
"1000962","A","0","B","2023-01-26","FRA","unknown"
"1000963","A","0","B","2023-01-30","DEU","M"
"1000964","A","0","B","2023-01-25","DEU","M"
"1000965","A","0","B","2023-01-25","USA","M"
"1000966","I","0","A","2023-01-29","BRA","M"
"1000967","I","0","B","2023-01-28","GBR","M"
"1000968","A","0","B","2023-02-03","USA","unknown"
"1000969","I","0","A","2023-01-28","USA","F"
"1000970","I","0","A","2023-01-26","USA","F"
"1000971","I","0","A","2023-01-27","BRA","unknown"
"1000972","I","0","A","2023-01-25","USA","F"
"1000973","A","0","B","2023-01-26","MEX","F"
"1000974","A","0","B","2023-01-28","USA","F"
"1000975","I","0","A","2023-02-04","FRA","unknown"
"1000977","I","0","B","2023-02-04","USA","F"
"1000978","A","0","B","2023-02-01","BRA","M"
"1000979","I","0","B","2023-01-29","MEX","unknown"
"1000980","I","0","A","2023-01-26","USA","M"
"1000981","I","0","A","2023-01-26","BRA","F"
"1000982","A","0","B","2023-01-25","TUR","M"
"1000984","A","0","B","2023-01-25","BRA","F"
"1000985","unknown","0","B","2023-01-25","BRA","M"
"1000986","A","0","A","2023-01-27","TUR","F"
"1000987","I","0","A","2023-01-28","TUR","M"
"1000988","I","0","B","2023-01-29","MEX","unknown"
"1000989","A","0","B","2023-01-26","USA","unknown"
"1000990","A","0","B","2023-01-31","USA","unknown"
"1000991","I","0","A","2023-01-27","USA","F"
"1000992","A","0","B","2023-01-27","GBR","M"
"1000993","A","0","B","2023-01-28","USA","F"
"1000994","A","0","A","2023-01-27","DEU","F"
"1000995","I","0","A","2023-01-25","TUR","unknown"
"1000996","A","0","B","2023-01-25","ESP","M"
"1000997","I","0","B","2023-01-28","USA","M"
"1000998","I","0","B","2023-01-25","MEX","M"
"1000999","A","0","A","2023-01-29","USA","M"
"1001000","A","0","A","2023-01-27","TUR","F"
"1001001","A","0","B","2023-01-25","BRA","M"
"1001002","I","0","B","2023-01-25","USA","unknown"
"1001003","A","0","A","2023-01-30","GBR","unknown"
"1001004","A","0","A","2023-01-27","MEX","M"
